공정율,날씨,지역,공사비,공종소분류,사고년도,사고월,사고시간,성별,국적,나이,사고신고사유
40~49%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,11,1,1,30,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,"500억 ~ 1,000억원 미만",가설공사,2023,01,11,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,서울특별시,100억 ~ 150억원 미만,철근콘크리트공사,2023,01,11,1,0,30,3일이상 휴업이 필요한 부상
50~59%,맑음,서울특별시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,11,1,0,40,3일이상 휴업이 필요한 부상
30~39%,맑음,충청남도,"1,000억원 이상",철근콘크리트공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,울산광역시,"1,000억원 이상",기계설비공사,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,부산광역시,3억 ~ 5억원 미만,관공사 부대공사,2023,01,16,1,1,30,3일이상 휴업이 필요한 부상
10~19%,맑음,대구광역시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,16,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,부산광역시,"2,000만 ~ 4,000만원 미만",철골공사,2023,01,17,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,서울특별시,"1,000억원 이상",미장공사,2023,01,07,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"500억 ~ 1,000억원 미만",도로 및 포장공사,2023,01,08,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,대구광역시,"1,000억원 이상",건축물 부대공사,2023,01,08,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,대구광역시,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,"1,000억원 이상",산업설비공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"1,000억원 이상",지정공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
70~79%,맑음,인천광역시,"500억 ~ 1,000억원 미만",타일 및 돌공사,2023,01,09,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,"1,000억원 이상",도장공사,2023,01,11,1,1,60,3일이상 휴업이 필요한 부상
20~29%,흐림,대전광역시,"1,000억원 이상",철근콘크리트공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
30~39%,흐림,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,13,1,0,30,3일이상 휴업이 필요한 부상
70~79%,흐림,광주광역시,"1,000억원 이상",가설공사,2023,01,14,1,1,30,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,"1,000억원 이상",건축물 부대공사,2023,01,15,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,"1,000억원 이상",해체 및 철거공사,2023,01,08,1,1,60,3일이상 휴업이 필요한 부상
70~79%,맑음,부산광역시,"500억 ~ 1,000억원 미만",타일 및 돌공사,2023,01,08,1,1,30,3일이상 휴업이 필요한 부상
40~49%,맑음,서울특별시,100억 ~ 150억원 미만,해체 및 철거공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,50억 ~ 100억원 미만,철근콘크리트공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,충청북도,3억 ~ 5억원 미만,가설공사,2023,01,10,1,1,50,사망 1명 이상
20~29%,맑음,경상남도,150억 ~ 200억원 미만,철근콘크리트공사,2023,01,10,1,0,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,"1,000억원 이상",토공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,서울특별시,"500억 ~ 1,000억원 미만",토공사,2023,01,11,1,1,40,3일이상 휴업이 필요한 부상
50~59%,맑음,전라남도,100억 ~ 150억원 미만,철근콘크리트공사,2023,01,15,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,서울특별시,50억 ~ 100억원 미만,철근콘크리트공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경상남도,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
60~69%,맑음,경기도,20억 ~ 50억원 미만,가설공사,2023,01,16,1,0,50,3일이상 휴업이 필요한 부상
10~19%,맑음,서울특별시,"1,000억원 이상",철근콘크리트공사,2023,01,08,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,서울특별시,"1,000억원 이상",타일 및 돌공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,"1,000억원 이상",철골공사,2023,01,09,0,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,0,30,3일이상 휴업이 필요한 부상
40~49%,맑음,강원도,100억 ~ 150억원 미만,철근콘크리트공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,경상북도,"1,000억원 이상",가설공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,전라남도,50억 ~ 100억원 미만,금속공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,"1,000억원 이상",전기설비공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,맑음,강원도,200억 ~ 300억원 미만,철근콘크리트공사,2023,01,13,1,1,60,3일이상 휴업이 필요한 부상
40~49%,흐림,대구광역시,"1,000억원 이상",토공사,2023,01,13,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,대구광역시,"1,000억원 이상",철근콘크리트공사,2023,01,13,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,경상남도,150억 ~ 200억원 미만,철근콘크리트공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,대구광역시,10억 ~ 20억원 미만,금속공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,300억 ~ 500억원 미만,기계설비공사,2023,01,14,1,1,30,3일이상 휴업이 필요한 부상
60~69%,흐림,인천광역시,50억 ~ 100억원 미만,조적공사,2023,01,14,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,50억 ~ 100억원 미만,기계설비공사,2023,01,15,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,강우,경기도,"1,000억원 이상",건축물 부대공사,2023,01,15,1,0,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,인천광역시,200억 ~ 300억원 미만,말뚝공사,2023,01,15,1,1,60,3일이상 휴업이 필요한 부상
30~39%,강우,세종특별자치시,"1,000억원 이상",철근콘크리트공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
70~79%,강우,인천광역시,"1,000억원 이상",기타,2023,01,16,1,1,60,3일이상 휴업이 필요한 부상
20~29%,흐림,경상남도,20억 ~ 50억원 미만,해체 및 철거공사,2023,01,07,1,1,40,3일이상 휴업이 필요한 부상
50~59%,강우,서울특별시,"1,000억원 이상",해체 및 철거공사,2023,01,08,1,0,40,3일이상 휴업이 필요한 부상
50~59%,흐림,경기도,300억 ~ 500억원 미만,목공사,2023,01,09,1,0,60,3일이상 휴업이 필요한 부상
60~69%,맑음,경상북도,150억 ~ 200억원 미만,철근콘크리트공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,대구광역시,"1,000억원 이상",철근콘크리트공사,2023,01,10,0,1,50,3일이상 휴업이 필요한 부상
10% 미만,맑음,전라남도,150억 ~ 200억원 미만,철근콘크리트공사,2023,01,11,1,1,30,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,100억 ~ 150억원 미만,가설공사,2023,01,13,1,1,40,3일이상 휴업이 필요한 부상
70~79%,맑음,전라남도,"500억 ~ 1,000억원 미만",항만공사,2023,01,14,1,1,60,3일이상 휴업이 필요한 부상
10~19%,맑음,대구광역시,"1,000억원 이상",철근콘크리트공사,2023,01,15,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,인천광역시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,충청북도,300억 ~ 500억원 미만,하천공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
60~69%,흐림,경상북도,10억 ~ 20억원 미만,미장공사,2023,01,17,1,1,60,3일이상 휴업이 필요한 부상
30~39%,흐림,경기도,20억 ~ 50억원 미만,해체 및 철거공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,경기도,"1,000억원 이상",터널공사,2023,01,05,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,부산광역시,"500억 ~ 1,000억원 미만",창호 및 유리공사,2023,01,08,1,1,30,3일이상 휴업이 필요한 부상
30~39%,맑음,서울특별시,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,08,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,전라남도,50억 ~ 100억원 미만,가설공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,경기도,20억 ~ 50억원 미만,건축물 부대공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
50~59%,흐림,서울특별시,150억 ~ 200억원 미만,철근콘크리트공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,09,1,1,30,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,100억 ~ 150억원 미만,가설공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,강원도,100억 ~ 150억원 미만,철근콘크리트공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
70~79%,강우,대전광역시,20억 ~ 50억원 미만,조적공사,2023,01,10,1,1,40,3일이상 휴업이 필요한 부상
30~39%,맑음,경상남도,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,0,30,3일이상 휴업이 필요한 부상
10% 미만,맑음,세종특별자치시,"1,000억원 이상",목공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,맑음,서울특별시,"1,000억원 이상",철골공사,2023,01,11,1,1,20,3일이상 휴업이 필요한 부상
60~69%,맑음,대구광역시,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,13,1,1,60,3일이상 휴업이 필요한 부상
10~19%,흐림,인천광역시,"1,000억원 이상",철근콘크리트공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,강설,경기도,"500억 ~ 1,000억원 미만",방수공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
60~69%,맑음,경상북도,300억 ~ 500억원 미만,창호 및 유리공사,2023,01,14,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,경상북도,50억 ~ 100억원 미만,철골공사,2023,01,14,1,1,60,3일이상 휴업이 필요한 부상
10~19%,흐림,울산광역시,300억 ~ 500억원 미만,가설공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
80~89%,흐림,부산광역시,"1,000억원 이상",타일 및 돌공사,2023,01,17,0,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,충청북도,"1,000억원 이상",철근콘크리트공사,2023,01,07,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,인천광역시,"1,000억원 이상",수장공사,2023,01,08,1,0,60,3일이상 휴업이 필요한 부상
50~59%,맑음,서울특별시,5억 ~ 10억원 미만,철근콘크리트공사,2023,01,08,1,0,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,인천광역시,"1,000억원 이상",철골공사,2023,01,08,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,충청남도,200억 ~ 300억원 미만,가설공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,100억 ~ 150억원 미만,교량공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,전라남도,50억 ~ 100억원 미만,철근콘크리트공사,2023,01,11,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,대구광역시,50억 ~ 100억원 미만,건축 토공사,2023,01,12,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,충청남도,"1,000억원 이상",지정공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,서울특별시,"1,000억원 이상",철근콘크리트공사,2023,01,13,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,14,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,부산광역시,3억 ~ 5억원 미만,하천공사,2023,01,15,1,1,60,사망 1명 이상
10~19%,맑음,경상남도,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,15,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,20억 ~ 50억원 미만,기타,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
60~69%,맑음,경기도,300억 ~ 500억원 미만,가설공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,울산광역시,"1,000억원 이상",타일 및 돌공사,2023,01,08,1,0,40,3일이상 휴업이 필요한 부상
30~39%,맑음,충청남도,"500억 ~ 1,000억원 미만",가설공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,서울특별시,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
70~79%,맑음,부산광역시,"500억 ~ 1,000억원 미만",해체 및 철거공사,2023,01,10,1,1,30,3일이상 휴업이 필요한 부상
80~89%,맑음,인천광역시,50억 ~ 100억원 미만,기타,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,부산광역시,10억 ~ 20억원 미만,해체 및 철거공사,2023,01,11,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,경상남도,"500억 ~ 1,000억원 미만",도장공사,2023,01,13,0,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,경상북도,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,13,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"1,000억원 이상",터널공사,2023,01,06,1,1,60,3일이상 휴업이 필요한 부상
60~69%,맑음,경상북도,2억 ~ 3억원 미만,댐 및 제방공사,2023,01,07,1,1,60,사망 1명 이상
30~39%,맑음,서울특별시,"1,000억원 이상",토공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,200억 ~ 300억원 미만,기타,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
30~39%,흐림,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,10,1,1,30,3일이상 휴업이 필요한 부상
10% 미만,흐림,대전광역시,150억 ~ 200억원 미만,건축 토공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
60~69%,맑음,인천광역시,"1,000억원 이상",철근콘크리트공사,2023,01,11,1,0,30,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,11,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,울산광역시,150억 ~ 200억원 미만,관공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,광주광역시,"1,000억원 이상",기계설비공사,2023,01,11,1,1,30,3일이상 휴업이 필요한 부상
10% 미만,맑음,경상남도,"1,000억원 이상",가설공사,2023,01,13,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,인천광역시,300억 ~ 500억원 미만,해체 및 철거공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,충청북도,100억 ~ 150억원 미만,철근콘크리트공사,2023,01,15,1,0,30,3일이상 휴업이 필요한 부상
40~49%,맑음,광주광역시,"1,000억원 이상",가설공사,2023,01,18,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,흐림,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,06,1,0,50,3일이상 휴업이 필요한 부상
60~69%,강우,서울특별시,200억 ~ 300억원 미만,기계설비공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
70~79%,강우,부산광역시,"500억 ~ 1,000억원 미만",가설공사,2023,01,10,1,1,30,3일이상 휴업이 필요한 부상
40~49%,흐림,충청북도,100억 ~ 150억원 미만,건축물 부대공사,2023,01,12,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,흐림,경기도,"1,000억원 이상",건축물 부대공사,2023,01,14,1,1,20,3일이상 휴업이 필요한 부상
90% 이상,강우,대구광역시,"1,000억원 이상",타일 및 돌공사,2023,01,15,0,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,충청북도,50억 ~ 100억원 미만,기계설비공사,2023,01,17,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,경상남도,"1,000억원 이상",창호 및 유리공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,흐림,서울특별시,"1,000억원 이상",가설공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
10~19%,흐림,서울특별시,200억 ~ 300억원 미만,해체 및 철거공사,2023,01,11,1,0,50,3일이상 휴업이 필요한 부상
80~89%,흐림,경기도,"500억 ~ 1,000억원 미만",도장공사,2023,01,13,0,0,60,3일이상 휴업이 필요한 부상
10~19%,맑음,경상남도,1억 ~ 2억원 미만,해체 및 철거공사,2023,01,15,0,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,광주광역시,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,16,1,0,30,3일이상 휴업이 필요한 부상
90% 이상,흐림,경상남도,"1,000만 ~ 2,000만원 미만",철근콘크리트공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
70~79%,맑음,경기도,300억 ~ 500억원 미만,기계설비공사,2023,01,07,1,1,60,3일이상 휴업이 필요한 부상
10~19%,흐림,전라남도,10억 ~ 20억원 미만,철근콘크리트공사,2023,01,07,1,1,60,3일이상 휴업이 필요한 부상
60~69%,맑음,대구광역시,"1,000억원 이상",건축물 부대공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
60~69%,흐림,경상남도,5억 ~ 10억원 미만,가설공사,2023,01,08,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,충청북도,20억 ~ 50억원 미만,하천공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,1,30,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,10,1,1,30,3일이상 휴업이 필요한 부상
70~79%,흐림,광주광역시,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,부산광역시,300억 ~ 500억원 미만,수장공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,서울특별시,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,대구광역시,150억 ~ 200억원 미만,교량공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
40~49%,강우,인천광역시,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,13,1,0,60,3일이상 휴업이 필요한 부상
10% 미만,흐림,경기도,"2,000만 ~ 4,000만원 미만",창호 및 유리공사,2023,01,13,1,1,50,사망 1명 이상
90% 이상,맑음,부산광역시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,서울특별시,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,13,1,1,50,3일이상 휴업이 필요한 부상
60~69%,맑음,울산광역시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
10~19%,흐림,서울특별시,300억 ~ 500억원 미만,가설공사,2023,01,14,1,1,40,3일이상 휴업이 필요한 부상
10~19%,맑음,강원도,150억 ~ 200억원 미만,가설공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,대구광역시,"1,000억원 이상",철근콘크리트공사,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,충청남도,"1,000억원 이상",기타,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
30~39%,맑음,경상남도,"1,000억원 이상",철근콘크리트공사,2023,01,15,1,0,50,3일이상 휴업이 필요한 부상
60~69%,맑음,경상북도,200억 ~ 300억원 미만,타일 및 돌공사,2023,01,16,1,0,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,"1,000억원 이상",철골공사,2023,01,16,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,대구광역시,"1,000억원 이상",철근콘크리트공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,경상남도,"1,000억원 이상",가설공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,경상남도,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,200억 ~ 300억원 미만,철근콘크리트공사,2023,01,10,1,1,30,3일이상 휴업이 필요한 부상
20~29%,맑음,인천광역시,"1,000억원 이상",철근콘크리트공사,2023,01,11,1,1,60,3일이상 휴업이 필요한 부상
10~19%,흐림,경상남도,"1,000억원 이상",철골공사,2023,01,13,1,1,40,3일이상 휴업이 필요한 부상
70~79%,맑음,대구광역시,"1,000억원 이상",건축물 부대공사,2023,01,14,1,1,20,3일이상 휴업이 필요한 부상
80~89%,맑음,경기도,"500억 ~ 1,000억원 미만",전기설비공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
60~69%,맑음,충청북도,10억 ~ 20억원 미만,철근콘크리트공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
80~89%,맑음,인천광역시,"1,000억원 이상",미장공사,2023,01,10,1,0,30,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",해체 및 철거공사,2023,01,10,1,1,40,3일이상 휴업이 필요한 부상
30~39%,맑음,인천광역시,"1,000억원 이상",기계설비공사,2023,01,11,1,1,30,3일이상 휴업이 필요한 부상
10~19%,맑음,충청남도,50억 ~ 100억원 미만,철근콘크리트공사,2023,01,11,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,울산광역시,10억 ~ 20억원 미만,기타,2023,01,11,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,100억 ~ 150억원 미만,철근콘크리트공사,2023,01,12,1,0,60,3일이상 휴업이 필요한 부상
80~89%,맑음,전라남도,"1,000억원 이상",산업설비공사,2023,01,13,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,광주광역시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,14,1,1,40,3일이상 휴업이 필요한 부상
80~89%,맑음,경상남도,3억 ~ 5억원 미만,수장공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,경상북도,5억 ~ 10억원 미만,철근콘크리트공사,2023,01,14,1,0,40,3일이상 휴업이 필요한 부상
30~39%,맑음,인천광역시,200억 ~ 300억원 미만,해체 및 철거공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
50~59%,흐림,광주광역시,300억 ~ 500억원 미만,가설공사,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,경상북도,50억 ~ 100억원 미만,관공사 부대공사,2023,01,16,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,안개,대구광역시,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,09,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,부산광역시,"500억 ~ 1,000억원 미만",타일 및 돌공사,2023,01,09,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,광주광역시,3억 ~ 5억원 미만,도로 및 포장공사,2023,01,09,0,1,60,사망 1명 이상
10% 미만,맑음,경상남도,"1,000억원 이상",건축 토공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
70~79%,맑음,경기도,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,10,1,1,40,3일이상 휴업이 필요한 부상
50~59%,맑음,경상남도,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,0,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,대구광역시,"1,000억원 이상",타일 및 돌공사,2023,01,10,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2023,01,11,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,"1,000억원 이상",기계설비공사,2023,01,11,1,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,부산광역시,10억 ~ 20억원 미만,철근콘크리트공사,2023,01,13,1,1,30,3일이상 휴업이 필요한 부상
80~89%,맑음,경상남도,300억 ~ 500억원 미만,건축물 부대공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,부산광역시,10억 ~ 20억원 미만,철골공사,2023,01,14,1,1,60,사망 1명 이상
20~29%,맑음,전라남도,50억 ~ 100억원 미만,도로 및 포장공사,2023,01,15,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,맑음,서울특별시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2023,01,16,1,1,40,3일이상 휴업이 필요한 부상
50~59%,맑음,대구광역시,1억 ~ 2억원 미만,강구조물공사,2023,01,07,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,경상남도,"1,000만 ~ 2,000만원 미만",가설공사,2023,01,10,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,서울특별시,1억 ~ 2억원 미만,도장공사,2023,01,10,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,흐림,경기도,20억 ~ 50억원 미만,교량공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,부산광역시,3억 ~ 5억원 미만,해체 및 철거공사,2023,01,14,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,서울특별시,20억 ~ 50억원 미만,가설공사,2023,01,15,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청북도,"500억 ~ 1,000억원 미만",지정공사,2023,01,07,1,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,경상남도,20억 ~ 50억원 미만,철근콘크리트공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,강설,인천광역시,"1,000억원 이상",철근콘크리트공사,2023,01,10,1,1,40,3일이상 휴업이 필요한 부상
20~29%,흐림,서울특별시,150억 ~ 200억원 미만,가설공사,2023,01,13,1,1,20,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"1,000억원 이상",건축 토공사,2023,01,16,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,충청남도,"1,000억원 이상",도로 및 포장공사,2023,01,16,1,1,60,3일이상 휴업이 필요한 부상
10~19%,맑음,경상남도,150억 ~ 200억원 미만,철근콘크리트공사,2023,01,07,1,1,40,3일이상 휴업이 필요한 부상
30~39%,흐림,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2023,01,08,1,1,40,3일이상 휴업이 필요한 부상
60~69%,맑음,울산광역시,"1,000억원 이상",기계설비공사,2023,01,09,1,1,40,3일이상 휴업이 필요한 부상
10~19%,강설,경기도,"1,000억원 이상",철골공사,2023,01,09,1,1,60,3일이상 휴업이 필요한 부상
